,id_prenda,article_id,product_code,prod_name,product_group_name,detail_desc,texto_prenda,fit,estructura,volumen,sleeve,neckline,material,neckline_effects
103149,3797,909801001,909801,PQ VISBY YAK POLO,upper body,boxy style cable knit turtle neck jumper in soft warming yak wool with dropped shoulders long wide sleeves and ribbing at the cuffs and hem,molesweater knitwear boxy style cable knit turtle neck jumper in soft warming yak wool with dropped shoulders long wide sleeves and ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,wool,cerrado
103150,3798,909802001,909802,PQ CADIZ CASH SWEATER,upper body,boxy style jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,molesweater knitwear boxy style jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,alto,voluminosa,unknown,wool,unknown
103151,3799,909802002,909802,PQ CADIZ CASH SWEATER,upper body,boxy style jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,whitesweater knitwear boxy style jumper in soft fine knit cashmere with dropped shoulders long wide sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,alto,voluminosa,unknown,wool,unknown
103173,3800,909888001,909888,Milla top,upper body,fitted turtle neck top in soft modal jersey with long sleeves,whitetop jersey fancy fitted turtle neck top in soft modal jersey with long sleeves,ajustado,fluida,bajo,larga,alto,knit,cerrado
103174,3801,909888004,909888,Milla top,upper body,fitted turtle neck top in soft modal jersey with long sleeves,turquoisetop jersey fancy fitted turtle neck top in soft modal jersey with long sleeves,ajustado,fluida,bajo,larga,alto,knit,cerrado
103175,3802,909888006,909888,Milla top,upper body,fitted turtle neck top in soft modal jersey with long sleeves,blacktop jersey fancy fitted turtle neck top in soft modal jersey with long sleeves,ajustado,fluida,bajo,larga,alto,knit,cerrado
103176,3803,909888010,909888,Milla top,upper body,fitted turtle neck top in soft modal jersey with long sleeves,redtop jersey fancy fitted turtle neck top in soft modal jersey with long sleeves,ajustado,fluida,bajo,larga,alto,knit,cerrado
103177,3804,909895001,909895,PQ CERVINIA POLO,upper body,fitted turtle neck top in soft pima cotton jersey with extra long sleeves,beiget shirt knitwear fitted turtle neck top in soft pima cotton jersey with extra long sleeves,ajustado,fluida,bajo,larga,alto,cotton,cerrado
103178,3805,909895002,909895,PQ CERVINIA POLO,upper body,fitted turtle neck top in soft pima cotton jersey with extra long sleeves,redt shirt knitwear fitted turtle neck top in soft pima cotton jersey with extra long sleeves,ajustado,fluida,bajo,larga,alto,cotton,cerrado
103179,3806,909895003,909895,PQ CERVINIA POLO,upper body,fitted turtle neck top in soft pima cotton jersey with extra long sleeves,turquoiset shirt knitwear fitted turtle neck top in soft pima cotton jersey with extra long sleeves,ajustado,fluida,bajo,larga,alto,cotton,cerrado
103188,3807,909917001,909917,Blanca Pile,upper body,longer style hoodie in soft thermal faux shearling with flatlock seams and a zip at the top with a chin guard relaxed fit with dropped shoulders and long sleeves narrow elasticated trim at the cuffs and hem longer at the back,whitesweater jersey fancy longer style hoodie in soft thermal faux shearling with flatlock seams and a zip at the top with a chin guard relaxed fit with dropped shoulders and long sleeves narrow elasticated trim at the cuffs and hem longer at the back,amplio,fluida,medio,larga,unknown,knit,unknown
103253,3808,910278001,910278,California,upper body,blouse in crisp cotton poplin open back with ties at the back of the neck and down the back round neckline with gathers at the front and short elasticated puff sleeves unlined,whiteblouse blouses blouse in crisp cotton poplin open back with ties at the back of the neck and down the back round neckline with gathers at the front and short elasticated puff sleeves unlined,amplio,rigida,alto,voluminosa,redondo,cotton,cerrado
103254,3809,910278002,910278,California,upper body,blouse in crisp cotton poplin open back with ties at the back of the neck and down the back round neckline with gathers at the front and short elasticated puff sleeves unlined,pinkblouse blouses blouse in crisp cotton poplin open back with ties at the back of the neck and down the back round neckline with gathers at the front and short elasticated puff sleeves unlined,amplio,rigida,alto,voluminosa,redondo,cotton,cerrado
103261,3810,910385001,910385,LEEA WASHED HOOD,upper body,hoodie in soft sweatshirt fabric made from a cotton blend relaxed fit with a double layered drawstring hood dropped shoulders long wide sleeves and a kangaroo pocket ribbing at the cuffs and hem soft brushed inside,khaki greenhoodie jersey fancy hoodie in soft sweatshirt fabric made from a cotton blend relaxed fit with a double layered drawstring hood dropped shoulders long wide sleeves and a kangaroo pocket ribbing at the cuffs and hem soft brushed inside,amplio,fluida,alto,voluminosa,unknown,cotton,unknown
103262,3811,910385002,910385,LEEA WASHED HOOD,upper body,hoodie in soft sweatshirt fabric made from a cotton blend relaxed fit with a double layered drawstring hood dropped shoulders long wide sleeves and a kangaroo pocket ribbing at the cuffs and hem soft brushed inside,pinkhoodie jersey fancy hoodie in soft sweatshirt fabric made from a cotton blend relaxed fit with a double layered drawstring hood dropped shoulders long wide sleeves and a kangaroo pocket ribbing at the cuffs and hem soft brushed inside,amplio,fluida,alto,voluminosa,unknown,cotton,unknown
103317,3812,910722001,910722,Ginger romantic blouse,upper body,blouse in a cotton weave with embroidered details small stand up collar buttons down the front and long wide sleeves with wide buttoned cuffs,whiteblouse blouses blouse in a cotton weave with embroidered details small stand up collar buttons down the front and long wide sleeves with wide buttoned cuffs,amplio,media,alto,voluminosa,alto,cotton,cerrado
103386,3813,911445001,911445,DRAPER ROLLER NECK,upper body,loose fitting jumper in a soft cable knit with a ribbed turtle neck dropped shoulders long sleeves and ribbing at the cuffs and hem gently rounded and slightly longer at the back,whitecardigan knitwear loose fitting jumper in a soft cable knit with a ribbed turtle neck dropped shoulders long sleeves and ribbing at the cuffs and hem gently rounded and slightly longer at the back,amplio,fluida,medio,larga,alto,knit,cerrado
103390,3814,911493001,911493,Mimmi blouse,upper body,blouse in an lightweight weave with a deep v neck double layered panel at the front and gathered yoke at the back long sleeves wide cuffs with covered buttons and a rounded hem unlined,whiteblouse blouses blouse in an lightweight weave with a deep v neck double layered panel at the front and gathered yoke at the back long sleeves wide cuffs with covered buttons and a rounded hem unlined,amplio,fluida,alto,larga,profundo,unknown,alarga
103391,3815,911493002,911493,Mimmi blouse,upper body,blouse in an lightweight weave with a deep v neck double layered panel at the front and gathered yoke at the back long sleeves wide cuffs with covered buttons and a rounded hem unlined,greenblouse blouses blouse in an lightweight weave with a deep v neck double layered panel at the front and gathered yoke at the back long sleeves wide cuffs with covered buttons and a rounded hem unlined,amplio,fluida,alto,larga,profundo,unknown,alarga
103421,3816,911870001,911870,Bama1,upper body,boxy style jumper in a soft fine knit containing some wool with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,blacksweater knitwear boxy style jumper in a soft fine knit containing some wool with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,amplio,fluida,alto,larga,unknown,wool,unknown
103422,3817,911870002,911870,Bama1,upper body,boxy style jumper in a soft fine knit containing some wool with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,greysweater knitwear boxy style jumper in a soft fine knit containing some wool with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,amplio,fluida,alto,larga,unknown,wool,unknown
103423,3818,911870003,911870,Bama1,upper body,boxy style jumper in a soft fine knit containing some wool with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,molesweater knitwear boxy style jumper in a soft fine knit containing some wool with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,amplio,fluida,alto,larga,unknown,wool,unknown
103424,3819,911870004,911870,Bama1,upper body,boxy style jumper in a soft fine knit containing some wool with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,whitesweater knitwear boxy style jumper in a soft fine knit containing some wool with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,amplio,fluida,alto,larga,unknown,wool,unknown
103425,3820,911870005,911870,Bama1,upper body,boxy style jumper in a soft fine knit containing some wool with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,greysweater knitwear boxy style jumper in a soft fine knit containing some wool with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,amplio,fluida,alto,larga,unknown,wool,unknown
103426,3821,911870009,911870,Bama1,upper body,boxy style jumper in a soft fine knit containing some wool with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,lilac purplesweater knitwear boxy style jumper in a soft fine knit containing some wool with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,amplio,fluida,alto,larga,unknown,wool,unknown
103437,3822,911990001,911990,PQ PIETRO CASH MIX HOOD,upper body,wide sleeveless jumper in a soft fine knit cashmere and cotton blend with a ribbed turtle neck and ribbing at the hem,greysweater knitwear wide sleeveless jumper in a soft fine knit cashmere and cotton blend with a ribbed turtle neck and ribbing at the hem,amplio,fluida,alto,sin_mangas,alto,wool,cerrado
103441,3823,912049001,912049,Hanoi blouse,upper body,blouse in woven fabric with a stand up collar pleats down the front and an opening at the back with covered buttons at the back of the neck long sleeves and cuffs with covered buttons,turquoiseblouse blouses blouse in woven fabric with a stand up collar pleats down the front and an opening at the back with covered buttons at the back of the neck long sleeves and cuffs with covered buttons,amplio,media,alto,larga,alto,woven,cerrado
103442,3824,912049002,912049,Hanoi blouse,upper body,blouse in woven fabric with a stand up collar pleats down the front and an opening at the back with covered buttons at the back of the neck long sleeves and cuffs with covered buttons,whiteblouse blouses blouse in woven fabric with a stand up collar pleats down the front and an opening at the back with covered buttons at the back of the neck long sleeves and cuffs with covered buttons,amplio,media,alto,larga,alto,woven,cerrado
103559,3825,913064001,913064,Astrid top,upper body,blouse in soft satin with a smocked stand up collar opening and buttons at the back long wide puff sleeves and smocking at the cuffs and hem,beigeblouse blouses blouse in soft satin with a smocked stand up collar opening and buttons at the back long wide puff sleeves and smocking at the cuffs and hem,amplio,fluida,alto,voluminosa,alto,delicado,cerrado
103593,3826,913688001,913688,Penelope,upper body,straight cut blouse in an lightweight cotton weave with buttons down the front and a large double layered collar with a narrow frill trim long sleeves with wide buttoned cuffs and a rounded hem slightly longer at the back,whiteblouse blouses straight cut blouse in an lightweight cotton weave with buttons down the front and a large double layered collar with a narrow frill trim long sleeves with wide buttoned cuffs and a rounded hem slightly longer at the back,amplio,fluida,alto,larga,unknown,cotton,unknown
103594,3827,913688002,913688,Penelope,upper body,straight cut blouse in an lightweight cotton weave with buttons down the front and a large double layered collar with a narrow frill trim long sleeves with wide buttoned cuffs and a rounded hem slightly longer at the back,blackblouse blouses straight cut blouse in an lightweight cotton weave with buttons down the front and a large double layered collar with a narrow frill trim long sleeves with wide buttoned cuffs and a rounded hem slightly longer at the back,amplio,fluida,alto,larga,unknown,cotton,unknown
103595,3828,913688003,913688,Penelope,upper body,straight cut blouse in an lightweight cotton weave with buttons down the front and a large double layered collar with a narrow frill trim long sleeves with wide buttoned cuffs and a rounded hem slightly longer at the back,beigeblouse blouses straight cut blouse in an lightweight cotton weave with buttons down the front and a large double layered collar with a narrow frill trim long sleeves with wide buttoned cuffs and a rounded hem slightly longer at the back,amplio,fluida,alto,larga,unknown,cotton,unknown
103609,3829,913754002,913754,Heidi body,upper body,sleeveless wrapover body in jersey with a deep v neck front and back relaxed fit at the top with gathers and wide shoulder straps a seam at the waist and a gusset with press studs,whitebodysuit jersey fancy sleeveless wrapover body in jersey with a deep v neck front and back relaxed fit at the top with gathers and wide shoulder straps a seam at the waist and a gusset with press studs,amplio,media,alto,sin_mangas,profundo,knit,alarga
103610,3830,913754003,913754,Heidi body,upper body,sleeveless wrapover body in jersey with a deep v neck front and back relaxed fit at the top with gathers and wide shoulder straps a seam at the waist and a gusset with press studs,blackbodysuit jersey fancy sleeveless wrapover body in jersey with a deep v neck front and back relaxed fit at the top with gathers and wide shoulder straps a seam at the waist and a gusset with press studs,amplio,media,alto,sin_mangas,profundo,knit,alarga
103636,3831,914164001,914164,PQ TUNIS CASH VNECK JUMPER,upper body,v neck jumper knitted in a blend of wool and soft recycled cashmere relaxed fit with dropped shoulders long sleeves ribbing around the neckline cuffs and hem and slits in the sides,whitesweater knitwear v neck jumper knitted in a blend of wool and soft recycled cashmere relaxed fit with dropped shoulders long sleeves ribbing around the neckline cuffs and hem and slits in the sides,amplio,fluida,medio,larga,v,wool,alarga
103637,3832,914164002,914164,PQ TUNIS CASH VNECK JUMPER,upper body,v neck jumper knitted in a blend of wool and soft recycled cashmere relaxed fit with dropped shoulders long sleeves ribbing around the neckline cuffs and hem and slits in the sides,greensweater knitwear v neck jumper knitted in a blend of wool and soft recycled cashmere relaxed fit with dropped shoulders long sleeves ribbing around the neckline cuffs and hem and slits in the sides,amplio,fluida,medio,larga,v,wool,alarga
103681,3833,914541001,914541,Brienne top,upper body,blouse in softly draped satin made from a tencel lyocell blend with a high stand up collar covered buttons at the top and long puff sleeves with wide buttoned cuffs gathers around the neckline and cuffs to create volume and soft draped,whiteblouse blouses blouse in softly draped satin made from a tencel lyocell blend with a high stand up collar covered buttons at the top and long puff sleeves with wide buttoned cuffs gathers around the neckline and cuffs to create volume and soft draped,amplio,fluida,alto,voluminosa,alto,delicado,cerrado
103682,3834,914541002,914541,Brienne top,upper body,blouse in softly draped satin made from a tencel lyocell blend with a high stand up collar covered buttons at the top and long puff sleeves with wide buttoned cuffs gathers around the neckline and cuffs to create volume and soft draped,khaki greenblouse blouses blouse in softly draped satin made from a tencel lyocell blend with a high stand up collar covered buttons at the top and long puff sleeves with wide buttoned cuffs gathers around the neckline and cuffs to create volume and soft draped,amplio,fluida,alto,voluminosa,alto,delicado,cerrado
103683,3835,914541003,914541,Brienne top,upper body,blouse in softly draped satin made from a tencel lyocell blend with a high stand up collar covered buttons at the top and long puff sleeves with wide buttoned cuffs gathers around the neckline and cuffs to create volume and soft draped,blackblouse blouses blouse in softly draped satin made from a tencel lyocell blend with a high stand up collar covered buttons at the top and long puff sleeves with wide buttoned cuffs gathers around the neckline and cuffs to create volume and soft draped,amplio,fluida,alto,voluminosa,alto,delicado,cerrado
103698,3836,914737001,914737,Alpaca tunic,upper body,wide tunic in an lightweight cotton weave with a small stand up collar opening at the front and narrow ties at the top dropped shoulders long wide sleeves with narrow buttoned cuffs and a gathered seam at the hips for added width lined in a viscose weave,whiteblouse blouses wide tunic in an lightweight cotton weave with a small stand up collar opening at the front and narrow ties at the top dropped shoulders long wide sleeves with narrow buttoned cuffs and a gathered seam at the hips for added width lined in a viscose weave,amplio,fluida,alto,voluminosa,alto,sintetico,cerrado
103730,3837,914966001,914966,Maine Linen,upper body,fitted blouse in lightweight linen with a sweetheart neckline and a small opening with ties at the front short puff sleeves with elastication at the shoulders and hems and smocking at the back,blueblouse blouses fitted blouse in lightweight linen with a sweetheart neckline and a small opening with ties at the front short puff sleeves with elastication at the shoulders and hems and smocking at the back,ajustado,fluida,alto,voluminosa,unknown,linen,unknown
103731,3838,914966002,914966,Maine Linen,upper body,fitted blouse in lightweight linen with a sweetheart neckline and a small opening with ties at the front short puff sleeves with elastication at the shoulders and hems and smocking at the back,whiteblouse blouses fitted blouse in lightweight linen with a sweetheart neckline and a small opening with ties at the front short puff sleeves with elastication at the shoulders and hems and smocking at the back,ajustado,fluida,alto,voluminosa,unknown,linen,unknown
103754,3839,915092001,915092,PQ MEMPHIS WOOL SWEATER,upper body,jumper knitted in soft wool containing some recycled cashmere relaxed fit with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem,greysweater knitwear jumper knitted in soft wool containing some recycled cashmere relaxed fit with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,medio,larga,unknown,wool,unknown
103755,3840,915092002,915092,PQ MEMPHIS WOOL SWEATER,upper body,jumper knitted in soft wool containing some recycled cashmere relaxed fit with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem,molesweater knitwear jumper knitted in soft wool containing some recycled cashmere relaxed fit with dropped shoulders long sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,medio,larga,unknown,wool,unknown
103793,3841,915526001,915526,Nika vest,upper body,relaxed fit slipover in a soft rib knit cotton blend with a deep v neck and straight hem with angled slits in the sides,whitesweater knitwear relaxed fit slipover in a soft rib knit cotton blend with a deep v neck and straight hem with angled slits in the sides,amplio,fluida,medio,unknown,profundo,cotton,alarga
103794,3842,915526002,915526,Nika vest,upper body,relaxed fit slipover in a soft rib knit cotton blend with a deep v neck and straight hem with angled slits in the sides,blacksweater knitwear relaxed fit slipover in a soft rib knit cotton blend with a deep v neck and straight hem with angled slits in the sides,amplio,fluida,medio,unknown,profundo,cotton,alarga
103795,3843,915529001,915529,Liliana,upper body,jumper in a soft fine knit containing some wool with a square neckline and long puff sleeves wide ribbing at the cuffs and hem the polyester content of the jumper is recycled,beigesweater knitwear jumper in a soft fine knit containing some wool with a square neckline and long puff sleeves wide ribbing at the cuffs and hem the polyester content of the jumper is recycled,amplio,fluida,alto,voluminosa,cuadrado,wool,horizontal
103796,3844,915529003,915529,Liliana,upper body,jumper in a soft fine knit containing some wool with a square neckline and long puff sleeves wide ribbing at the cuffs and hem the polyester content of the jumper is recycled,blacksweater knitwear jumper in a soft fine knit containing some wool with a square neckline and long puff sleeves wide ribbing at the cuffs and hem the polyester content of the jumper is recycled,amplio,fluida,alto,voluminosa,cuadrado,wool,horizontal
103797,3845,915529005,915529,Liliana,upper body,jumper in a soft fine knit containing some wool with a square neckline and long puff sleeves wide ribbing at the cuffs and hem the polyester content of the jumper is recycled,molesweater knitwear jumper in a soft fine knit containing some wool with a square neckline and long puff sleeves wide ribbing at the cuffs and hem the polyester content of the jumper is recycled,amplio,fluida,alto,voluminosa,cuadrado,wool,horizontal
103834,3846,916272001,916272,PQ BONN CTN/SILK BLOUSE,upper body,oversized blouse in softly draped twill made from a silk and cotton blend stand up gathered collar buttons down the front and long raglan sleeves with buttoned cuffs,whiteblouse unknown oversized blouse in softly draped twill made from a silk and cotton blend stand up gathered collar buttons down the front and long raglan sleeves with buttoned cuffs,amplio,fluida,alto,voluminosa,unknown,delicado,unknown
103862,3847,916468001,916468,Bailey,upper body,boxy v neck cardigan in a soft rib knit made from a cotton blend buttons down the front low dropped shoulders and long sleeves,blackcardigan knitwear boxy v neck cardigan in a soft rib knit made from a cotton blend buttons down the front low dropped shoulders and long sleeves,amplio,fluida,alto,larga,v,cotton,alarga
103863,3848,916468002,916468,Bailey,upper body,boxy v neck cardigan in a soft rib knit made from a cotton blend buttons down the front low dropped shoulders and long sleeves,whitecardigan knitwear boxy v neck cardigan in a soft rib knit made from a cotton blend buttons down the front low dropped shoulders and long sleeves,amplio,fluida,alto,larga,v,cotton,alarga
103864,3849,916468003,916468,Bailey,upper body,boxy v neck cardigan in a soft rib knit made from a cotton blend buttons down the front low dropped shoulders and long sleeves,bluecardigan knitwear boxy v neck cardigan in a soft rib knit made from a cotton blend buttons down the front low dropped shoulders and long sleeves,amplio,fluida,alto,larga,v,cotton,alarga
103872,3850,916598001,916598,Renee PU,upper body,straight cut shirt in imitation leather with a pointed collar and covered buttons down the front long puff sleeves cuffs with covered buttons a seam at the waist and across the sleeves and a rounded hem,blackblouse blouses straight cut shirt in imitation leather with a pointed collar and covered buttons down the front long puff sleeves cuffs with covered buttons a seam at the waist and across the sleeves and a rounded hem,regular,rigida,alto,voluminosa,unknown,leather,unknown
103873,3851,916598002,916598,Renee PU,upper body,straight cut shirt in imitation leather with a pointed collar and covered buttons down the front long puff sleeves cuffs with covered buttons a seam at the waist and across the sleeves and a rounded hem,khaki greenblouse blouses straight cut shirt in imitation leather with a pointed collar and covered buttons down the front long puff sleeves cuffs with covered buttons a seam at the waist and across the sleeves and a rounded hem,regular,rigida,alto,voluminosa,unknown,leather,unknown
103900,3852,916866001,916866,Sunday shirt,upper body,blouse in woven fabric with a pointed collar scalloped button band long sleeves with wide buttoned cuffs and a rounded hem,whiteshirt blouses blouse in woven fabric with a pointed collar scalloped button band long sleeves with wide buttoned cuffs and a rounded hem,amplio,media,alto,larga,unknown,woven,unknown
103901,3853,916866002,916866,Sunday shirt,upper body,blouse in woven fabric with a pointed collar scalloped button band long sleeves with wide buttoned cuffs and a rounded hem,greenshirt blouses blouse in woven fabric with a pointed collar scalloped button band long sleeves with wide buttoned cuffs and a rounded hem,amplio,media,alto,larga,unknown,woven,unknown
103902,3854,916866003,916866,Sunday shirt,upper body,blouse in woven fabric with a pointed collar scalloped button band long sleeves with wide buttoned cuffs and a rounded hem,pinkshirt blouses blouse in woven fabric with a pointed collar scalloped button band long sleeves with wide buttoned cuffs and a rounded hem,amplio,media,alto,larga,unknown,woven,unknown
103926,3855,917172001,917172,Nicole GTL speed,upper body,fitted blouse in an lightweight cotton weave with a sweetheart neckline gathers at the front and short puff sleeves with elastication around the shoulders and hems,whiteblouse blouses fitted blouse in an lightweight cotton weave with a sweetheart neckline gathers at the front and short puff sleeves with elastication around the shoulders and hems,ajustado,fluida,alto,voluminosa,unknown,cotton,unknown
103968,3856,917434001,917434,Cyrilla tank top,upper body,fitted vest top in ribbed cotton jersey with a slightly deeper neckline at the back,whitevest top jersey fancy fitted vest top in ribbed cotton jersey with a slightly deeper neckline at the back,ajustado,media,medio,sin_mangas,profundo,cotton,alarga
103969,3857,917434002,917434,Cyrilla tank top,upper body,fitted vest top in ribbed cotton jersey with a slightly deeper neckline at the back,pinkvest top jersey fancy fitted vest top in ribbed cotton jersey with a slightly deeper neckline at the back,ajustado,media,medio,sin_mangas,profundo,cotton,alarga
103970,3858,917434003,917434,Cyrilla tank top,upper body,fitted vest top in ribbed cotton jersey with a slightly deeper neckline at the back,unknownvest top jersey fancy fitted vest top in ribbed cotton jersey with a slightly deeper neckline at the back,ajustado,media,medio,sin_mangas,profundo,cotton,alarga
103971,3859,917434004,917434,Cyrilla tank top,upper body,fitted vest top in ribbed cotton jersey with a slightly deeper neckline at the back,greenvest top jersey fancy fitted vest top in ribbed cotton jersey with a slightly deeper neckline at the back,ajustado,media,medio,sin_mangas,profundo,cotton,alarga
103972,3860,917434005,917434,Cyrilla tank top,upper body,fitted vest top in ribbed cotton jersey with a slightly deeper neckline at the back,greyvest top jersey fancy fitted vest top in ribbed cotton jersey with a slightly deeper neckline at the back,ajustado,media,medio,sin_mangas,profundo,cotton,alarga
103981,3861,917509001,917509,PQ BODEN LEATHER BLOUSE,upper body,wide blouse in soft leather with a grandad collar v shaped opening at the front and a covered button at the neck long wide sleeves with narrow cuffs and a raw edge hem unlined,redblouse unknown wide blouse in soft leather with a grandad collar v shaped opening at the front and a covered button at the neck long wide sleeves with narrow cuffs and a raw edge hem unlined,amplio,fluida,alto,voluminosa,redondo,leather,cerrado
103982,3862,917509002,917509,PQ BODEN LEATHER BLOUSE,upper body,wide blouse in soft leather with a grandad collar v shaped opening at the front and a covered button at the neck long wide sleeves with narrow cuffs and a raw edge hem unlined,moleblouse unknown wide blouse in soft leather with a grandad collar v shaped opening at the front and a covered button at the neck long wide sleeves with narrow cuffs and a raw edge hem unlined,amplio,fluida,alto,voluminosa,redondo,leather,cerrado
103993,3863,917671001,917671,PQ BEJO LEATHER SHIRT,upper body,voluminous straight cut shirt in soft leather with a collar covered buttons down the front a yoke with a pleat at the back and long wide sleeves with gathers and narrow buttoned cuffs rounded raw edge hem,blackshirt unknown voluminous straight cut shirt in soft leather with a collar covered buttons down the front a yoke with a pleat at the back and long wide sleeves with gathers and narrow buttoned cuffs rounded raw edge hem,amplio,fluida,alto,voluminosa,alto,leather,cerrado
103999,3864,917760001,917760,PS LAKE SILK MIX TOP,upper body,fitted top in softly draped fine ribbed jersey made from a silk blend with extra long sleeves ribbing around the neckline and raw edges at the cuffs and hem,blacktop knitwear fitted top in softly draped fine ribbed jersey made from a silk blend with extra long sleeves ribbing around the neckline and raw edges at the cuffs and hem,ajustado,fluida,bajo,larga,unknown,delicado,unknown
104000,3865,917760002,917760,PQ LAKE SILK MIX TOP,upper body,fitted top in softly draped fine ribbed jersey made from a silk blend with extra long sleeves ribbing around the neckline and raw edges at the cuffs and hem,turquoisesweater knitwear fitted top in softly draped fine ribbed jersey made from a silk blend with extra long sleeves ribbing around the neckline and raw edges at the cuffs and hem,ajustado,fluida,bajo,larga,unknown,delicado,unknown
104004,3866,917766001,917766,PQ RIBERA WOOL TOP,upper body,fitted top in soft rib knit wool containing some cashmere with a crew neck and long sleeves,bluesweater knitwear fitted top in soft rib knit wool containing some cashmere with a crew neck and long sleeves,ajustado,fluida,bajo,larga,redondo,wool,cerrado
104005,3867,917766002,917766,PQ RIBERA WOOL TOP,upper body,fitted top in soft rib knit wool containing some cashmere with a crew neck and long sleeves,molesweater knitwear fitted top in soft rib knit wool containing some cashmere with a crew neck and long sleeves,ajustado,fluida,bajo,larga,redondo,wool,cerrado
104041,3868,918240001,918240,Daphne v-neck jumper,upper body,oversized jumper knitted in a soft wool blend with a deep v neck low dropped shoulders and wide extra long sleeves wide ribbing at the cuffs and hem and slits in the sides,molesweater knitwear oversized jumper knitted in a soft wool blend with a deep v neck low dropped shoulders and wide extra long sleeves wide ribbing at the cuffs and hem and slits in the sides,amplio,fluida,alto,larga,profundo,wool,alarga
104042,3869,918240003,918240,Daphne v-neck jumper,upper body,oversized jumper knitted in a soft wool blend with a deep v neck low dropped shoulders and wide extra long sleeves wide ribbing at the cuffs and hem and slits in the sides,blacksweater knitwear oversized jumper knitted in a soft wool blend with a deep v neck low dropped shoulders and wide extra long sleeves wide ribbing at the cuffs and hem and slits in the sides,amplio,fluida,alto,larga,profundo,wool,alarga
104043,3870,918240004,918240,Daphne v-neck jumper,upper body,oversized jumper knitted in a soft wool blend with a deep v neck low dropped shoulders and wide extra long sleeves wide ribbing at the cuffs and hem and slits in the sides,yellowsweater knitwear oversized jumper knitted in a soft wool blend with a deep v neck low dropped shoulders and wide extra long sleeves wide ribbing at the cuffs and hem and slits in the sides,amplio,fluida,alto,larga,profundo,wool,alarga
104066,3871,918484003,918484,Flori dress,upper body,ankle length dress in a cotton weave with a collar and buttons at the top dropped shoulders long sleeves with wide buttoned cuffs and a seam with a wide flounce at the hem unlined,beigeshirt blouses ankle length dress in a cotton weave with a collar and buttons at the top dropped shoulders long sleeves with wide buttoned cuffs and a seam with a wide flounce at the hem unlined,amplio,media,alto,larga,alto,cotton,cerrado
104067,3872,918485001,918485,Saint tunic,upper body,oversized tunic in a cotton weave with a v shaped opening at the front and small stand up collar with narrow ties that can be adjusted with buttons low dropped shoulders long puff sleeves and wide cuffs with narrow ties and adjustable buttoning pleat at the back for added width and a rounded hem longer at the back,beigeblouse blouses oversized tunic in a cotton weave with a v shaped opening at the front and small stand up collar with narrow ties that can be adjusted with buttons low dropped shoulders long puff sleeves and wide cuffs with narrow ties and adjustable buttoning pleat at the back for added width and a rounded hem longer at the back,amplio,media,alto,voluminosa,alto,cotton,cerrado
104070,3873,918516001,918516,Hilton fluff,upper body,short boxy cardigan in a soft fluffy knit with a v neck rhinestone decorated buttons down the front dropped shoulders and long wide sleeves ribbing around the opening cuffs and hem,whitecardigan knitwear short boxy cardigan in a soft fluffy knit with a v neck rhinestone decorated buttons down the front dropped shoulders and long wide sleeves ribbing around the opening cuffs and hem,amplio,fluida,alto,voluminosa,v,knit,alarga
104071,3874,918517001,918517,Dakota fluff,upper body,jumper in a soft fluffy knit with a collar and wrapover v neck extra long puff sleeves with wide ribbed cuffs and ribbing at the hem,whitesweater knitwear jumper in a soft fluffy knit with a collar and wrapover v neck extra long puff sleeves with wide ribbed cuffs and ribbing at the hem,amplio,fluida,alto,voluminosa,v,knit,alarga
104072,3875,918522001,918522,Jackie cable vest,upper body,v neck slipover in a soft cable knit with ribbing around the neckline and hem relaxed fit,whitesweater knitwear v neck slipover in a soft cable knit with ribbing around the neckline and hem relaxed fit,amplio,fluida,medio,unknown,v,knit,alarga
