,id_prenda,article_id,product_code,prod_name,product_group_name,detail_desc,texto_prenda,fit,estructura,material,volumen,tiro,longitud
101417,1958,896477004,896477,Pen skirt,lower body,short fitted skirt in a jacquard weave with a high waist concealed zip and a small slit at the back the polyester content of the skirt is partly recycled,whiteskirt skirts short fitted skirt in a jacquard weave with a high waist concealed zip and a small slit at the back the polyester content of the skirt is partly recycled,ajustado,entallada,sintetico,bajo,alto,mini
101455,1959,896851001,896851,Haven slim trouser,lower body,ankle length trousers in woven fabric made from a viscose blend high waist with covered elastication fake back pockets and slim legs with sewn in creases at the front,blacktrousers trousers ankle length trousers in woven fabric made from a viscose blend high waist with covered elastication fake back pockets and slim legs with sewn in creases at the front,ajustado,entallada,sintetico,bajo,alto,cropped
101532,1960,897304001,897304,Drizzle linen mix,lower body,ankle length trousers in a softly draping viscose weave containing some linen high waist with elastication at the back pleats at the front diagonal side pockets and wide straight legs,beigetrousers trousers ankle length trousers in a softly draping viscose weave containing some linen high waist with elastication at the back pleats at the front diagonal side pockets and wide straight legs,amplio,recta,linen,alto,alto,cropped
101645,1961,898226001,898226,Palm,lower body,ankle length trousers in cotton twill high paper bag waist with concealed elastication and a drawstring a zip fly side pockets and wide straight legs,whitetrousers trousers ankle length trousers in cotton twill high paper bag waist with concealed elastication and a drawstring a zip fly side pockets and wide straight legs,amplio,recta,cotton,alto,alto,cropped
101646,1962,898226002,898226,Palm,lower body,ankle length trousers in cotton twill high paper bag waist with concealed elastication and a drawstring a zip fly side pockets and wide straight legs,beigetrousers trousers ankle length trousers in cotton twill high paper bag waist with concealed elastication and a drawstring a zip fly side pockets and wide straight legs,amplio,recta,cotton,alto,alto,cropped
101690,1963,898596001,898596,Skinny Ankle RW Brooklyn,lower body,jeans in washed stretch denim with a regular waist and zip fly and button fake front pockets real back pockets and skinny legs,blacktrousers trousers jeans in washed stretch denim with a regular waist and zip fly and button fake front pockets real back pockets and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
101691,1964,898596002,898596,Skinny Ankle RW Brooklyn,lower body,jeans in washed stretch denim with a regular waist and zip fly and button fake front pockets real back pockets and skinny legs,whitetrousers trousers jeans in washed stretch denim with a regular waist and zip fly and button fake front pockets real back pockets and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
101692,1965,898596003,898596,Skinny Ankle RW Brooklyn,lower body,jeans in washed stretch denim with a regular waist and zip fly and button fake front pockets real back pockets and skinny legs,bluetrousers trousers jeans in washed stretch denim with a regular waist and zip fly and button fake front pockets real back pockets and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
101693,1966,898596004,898596,Skinny Ankle RW Brooklyn,lower body,jeans in washed stretch denim with a regular waist and zip fly and button fake front pockets real back pockets and skinny legs,bluetrousers trousers jeans in washed stretch denim with a regular waist and zip fly and button fake front pockets real back pockets and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
101694,1967,898596005,898596,Skinny Ankle RW Brooklyn,lower body,jeans in washed stretch denim with a regular waist and zip fly and button fake front pockets real back pockets and skinny legs,bluetrousers trousers jeans in washed stretch denim with a regular waist and zip fly and button fake front pockets real back pockets and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
101695,1968,898596007,898596,Skinny Ankle RW Brooklyn,lower body,jeans in washed stretch denim with a regular waist and zip fly and button fake front pockets real back pockets and skinny legs,greytrousers trousers jeans in washed stretch denim with a regular waist and zip fly and button fake front pockets real back pockets and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
101715,1969,898684001,898684,Sedona Skirt(1),lower body,fitted calf length skirt in a soft rib knit containing some wool high waist with covered elastication and a slit in one side unlined,blackskirt knitwear fitted calf length skirt in a soft rib knit containing some wool high waist with covered elastication and a slit in one side unlined,ajustado,entallada,wool,bajo,alto,cropped
101748,1970,898848001,898848,Palacio knitted skirt,lower body,fitted knee length skirt in a soft jacquard knit high waist with covered elastication unlined,blackskirt knitwear fitted knee length skirt in a soft jacquard knit high waist with covered elastication unlined,ajustado,entallada,knit,bajo,alto,midi
101749,1971,898848003,898848,Palacio knitted skirt,lower body,fitted knee length skirt in a soft jacquard knit high waist with covered elastication unlined,blackskirt knitwear fitted knee length skirt in a soft jacquard knit high waist with covered elastication unlined,ajustado,entallada,knit,bajo,alto,midi
101812,1972,899329001,899329,Snow petite chino RW,lower body,ankle length chinos in a soft cotton weave with a regular waist zip fly and button side pockets and fake back pockets with a button tapered legs with creases,bluetrousers trousers ankle length chinos in a soft cotton weave with a regular waist zip fly and button side pockets and fake back pockets with a button tapered legs with creases,regular,entallada,cotton,medio,medio,cropped
101813,1973,899329002,899329,Snow petite chino RW,lower body,ankle length chinos in a soft cotton weave with a regular waist zip fly and button side pockets and fake back pockets with a button tapered legs with creases,blacktrousers trousers ankle length chinos in a soft cotton weave with a regular waist zip fly and button side pockets and fake back pockets with a button tapered legs with creases,regular,entallada,cotton,medio,medio,cropped
101820,1974,899492002,899492,Maxime,lower body,short flared skirt in a patterned cotton weave high waist with covered elastication and a small frill trim and a gathered seam half way down for added volume at the hem unlined,blackskirt skirts short flared skirt in a patterned cotton weave high waist with covered elastication and a small frill trim and a gathered seam half way down for added volume at the hem unlined,amplio,acampanada,cotton,alto,alto,mini
101826,1975,899570001,899570,Colette,lower body,high waisted calf length skirt in a woven viscose blend wide double layered waistband with concealed buttons and a decorative bow at one side gathers at the top to create soft draping and a gathered seam at the knees lined in woven fabric made from recycled polyester,whiteskirt skirts high waisted calf length skirt in a woven viscose blend wide double layered waistband with concealed buttons and a decorative bow at one side gathers at the top to create soft draping and a gathered seam at the knees lined in woven fabric made from recycled polyester,amplio,fluida,sintetico,alto,unknown,cropped
101928,1976,900659001,900659,Kinzie HW,lower body,shorts in a viscose and linen weave high elasticated drawstring waist with a frill trim a fake fly and diagonal side pockets,whiteshorts shorts shorts in a viscose and linen weave high elasticated drawstring waist with a frill trim a fake fly and diagonal side pockets,amplio,fluida,linen,alto,unknown,mini
101929,1977,900659002,900659,Kinzie HW,lower body,shorts in a viscose and linen weave high elasticated drawstring waist with a frill trim a fake fly and diagonal side pockets,blueshorts shorts shorts in a viscose and linen weave high elasticated drawstring waist with a frill trim a fake fly and diagonal side pockets,amplio,fluida,linen,alto,unknown,mini
101930,1978,900659003,900659,Kinzie HW,lower body,shorts in a viscose and linen weave high elasticated drawstring waist with a frill trim a fake fly and diagonal side pockets,whiteshorts shorts shorts in a viscose and linen weave high elasticated drawstring waist with a frill trim a fake fly and diagonal side pockets,amplio,fluida,linen,alto,unknown,mini
101931,1979,900659004,900659,Kinzie HW,lower body,shorts in a viscose and linen weave high elasticated drawstring waist with a frill trim a fake fly and diagonal side pockets,blackshorts shorts shorts in a viscose and linen weave high elasticated drawstring waist with a frill trim a fake fly and diagonal side pockets,amplio,fluida,linen,alto,unknown,mini
101932,1980,900659005,900659,Kinzie HW,lower body,shorts in a viscose and linen weave high elasticated drawstring waist with a frill trim a fake fly and diagonal side pockets,khaki greenshorts shorts shorts in a viscose and linen weave high elasticated drawstring waist with a frill trim a fake fly and diagonal side pockets,amplio,fluida,linen,alto,unknown,mini
101988,1981,901312001,901312,Selma tulle,lower body,flared calf length skirt in a double layer of tulle with a high waist and concealed zip in one side lined,whiteskirt skirts flared calf length skirt in a double layer of tulle with a high waist and concealed zip in one side lined,amplio,fluida,unknown,alto,alto,cropped
102006,1982,901433001,901433,Picasso,lower body,calf length skirt in a crinkled weave made from a viscose blend high waist with covered elastication and a small frill trim at the top and buttons down the front recycled polyester lining,whiteskirt skirts calf length skirt in a crinkled weave made from a viscose blend high waist with covered elastication and a small frill trim at the top and buttons down the front recycled polyester lining,amplio,acampanado,sintetico,alto,alto,cropped
102064,1983,901928001,901928,Linlandia pull on trousers HW,lower body,calf length trousers in linen high waist with covered elastication and a small frill trim at the top pockets in the side seams and wide straight legs,blacktrousers trousers calf length trousers in linen high waist with covered elastication and a small frill trim at the top pockets in the side seams and wide straight legs,amplio,recta,linen,alto,alto,cropped
102065,1984,901928002,901928,Linlandia pull on trousers HW,lower body,calf length trousers in linen high waist with covered elastication and a small frill trim at the top pockets in the side seams and wide straight legs,redtrousers trousers calf length trousers in linen high waist with covered elastication and a small frill trim at the top pockets in the side seams and wide straight legs,amplio,recta,linen,alto,alto,cropped
102074,1985,901966001,901966,Selma tulle,lower body,flared calf length skirt in a double layer of tulle with a high waist and concealed zip in one side lined,blueskirt skirts flared calf length skirt in a double layer of tulle with a high waist and concealed zip in one side lined,amplio,fluida,unknown,alto,alto,cropped
102126,1986,902295001,902295,Hibiscus skirt,lower body,short skirt in a stretch weave made from a cotton blend with a regular waist concealed zip in one side and pleats with inset panels for added width unlined,blueskirt trousers short skirt in a stretch weave made from a cotton blend with a regular waist concealed zip in one side and pleats with inset panels for added width unlined,regular,acampanado,cotton,alto,medio,mini
102127,1987,902325001,902325,Lisa skirt.,lower body,short pleated skirt in woven fabric high waist with covered elastication and a detachable tie belt lined,turquoiseskirt skirts short pleated skirt in woven fabric high waist with covered elastication and a detachable tie belt lined,amplio,acampanado,woven,alto,alto,mini
102128,1988,902325002,902325,Lisa skirt.,lower body,short pleated skirt in woven fabric high waist with covered elastication and a detachable tie belt lined,pinkskirt skirts short pleated skirt in woven fabric high waist with covered elastication and a detachable tie belt lined,amplio,acampanado,woven,alto,alto,mini
102186,1989,902656001,902656,Loki shorts,lower body,shorts in a cotton weave with broderie anglaise pleats at the top zip fly side pockets and straight legs with scalloped hems,whiteshorts trousers shorts in a cotton weave with broderie anglaise pleats at the top zip fly side pockets and straight legs with scalloped hems,amplio,recta,cotton,alto,unknown,mini
102232,1990,902999001,902999,Love boucle skirt,lower body,short gently fitted skirt in a textured boucle weave high waist with decorative metal buttons at the front a concealed zip at the back and diagonal side pockets recycled polyester lining,blackskirt skirts short gently fitted skirt in a textured boucle weave high waist with decorative metal buttons at the front a concealed zip at the back and diagonal side pockets recycled polyester lining,ajustado,entallada,sintetico,bajo,alto,mini
102233,1991,902999003,902999,Love boucle skirt,lower body,short gently fitted skirt in a textured boucle weave high waist with decorative metal buttons at the front a concealed zip at the back and diagonal side pockets recycled polyester lining,whiteskirt skirts short gently fitted skirt in a textured boucle weave high waist with decorative metal buttons at the front a concealed zip at the back and diagonal side pockets recycled polyester lining,ajustado,entallada,sintetico,bajo,alto,mini
102234,1992,903004001,903004,Soldi wide trouser,lower body,trousers in a recycled polyester weave high waist with pleats at the front a zip fly with a hook and eye fastening side pockets fake back pockets and wide straight legs with creases,blacktrousers trousers trousers in a recycled polyester weave high waist with pleats at the front a zip fly with a hook and eye fastening side pockets fake back pockets and wide straight legs with creases,amplio,recta,sintetico,alto,alto,unknown
102235,1993,903004003,903004,Soldi wide trouser,lower body,trousers in a recycled polyester weave high waist with pleats at the front a zip fly with a hook and eye fastening side pockets fake back pockets and wide straight legs with creases,redtrousers trousers trousers in a recycled polyester weave high waist with pleats at the front a zip fly with a hook and eye fastening side pockets fake back pockets and wide straight legs with creases,amplio,recta,sintetico,alto,alto,unknown
102280,1994,903211001,903211,Vermont essential Petite slack,lower body,ankle length trousers in a slightly stretchy weave made from a viscose blend regular waist zip fly with concealed hook and eye fasteners side pockets fake welt back pockets and tapered legs with creases,beigetrousers trousers ankle length trousers in a slightly stretchy weave made from a viscose blend regular waist zip fly with concealed hook and eye fasteners side pockets fake welt back pockets and tapered legs with creases,regular,entallada,sintetico,medio,medio,cropped
102469,1995,904017001,904017,Lana NW straight denim trs,lower body,5 pocket jeans in washed denim with a regular waist zip fly and button and straight extra long legs with raw edge hems,unknowntrousers blouses 5 pocket jeans in washed denim with a regular waist zip fly and button and straight extra long legs with raw edge hems,regular,recta,denim,unknown,medio,midi
102470,1996,904017002,904017,Lana NW straight denim trs,lower body,5 pocket jeans in washed denim with a regular waist zip fly and button and straight extra long legs with raw edge hems,turquoisetrousers trousers 5 pocket jeans in washed denim with a regular waist zip fly and button and straight extra long legs with raw edge hems,regular,recta,denim,unknown,medio,midi
102471,1997,904022001,904022,Atti NW tapered PU trousers,lower body,ankle length 5 pocket trousers in grained imitation leather with a regular waist zip fly and button lower crotch and tapered legs with visible seams at the knees,blacktrousers trousers ankle length 5 pocket trousers in grained imitation leather with a regular waist zip fly and button lower crotch and tapered legs with visible seams at the knees,regular,entallada,leather,medio,medio,cropped
102570,1998,904820001,904820,Java,lower body,calf length skirt in a patterned viscose weave with a high waist concealed zip in one side pleats at one side of the hem and a high slit at the front unlined,blackskirt skirts calf length skirt in a patterned viscose weave with a high waist concealed zip in one side pleats at one side of the hem and a high slit at the front unlined,amplio,acampanado,sintetico,alto,alto,cropped
102571,1999,904820002,904820,Java,lower body,calf length skirt in a patterned viscose weave with a high waist concealed zip in one side pleats at one side of the hem and a high slit at the front unlined,redskirt skirts calf length skirt in a patterned viscose weave with a high waist concealed zip in one side pleats at one side of the hem and a high slit at the front unlined,amplio,acampanado,sintetico,alto,alto,cropped
102572,2000,904820004,904820,Java,lower body,calf length skirt in a patterned viscose weave with a high waist concealed zip in one side pleats at one side of the hem and a high slit at the front unlined,orangeskirt skirts calf length skirt in a patterned viscose weave with a high waist concealed zip in one side pleats at one side of the hem and a high slit at the front unlined,amplio,acampanado,sintetico,alto,alto,cropped
102578,2001,904836001,904836,PQ TEXAS PIMA CTN SKIRT,lower body,calf length bell shaped skirt in an airy textured pima cotton weave high waist with covered elastication lined,yellowskirt unknown calf length bell shaped skirt in an airy textured pima cotton weave high waist with covered elastication lined,amplio,acampanada,cotton,unknown,alto,cropped
102773,2002,906449001,906449,Roundabout skirt,lower body,ankle length circular skirt in woven fabric with a high waist that has a zip and button at one side,orangeskirt blouses ankle length circular skirt in woven fabric with a high waist that has a zip and button at one side,amplio,acampanada,woven,alto,alto,cropped
102774,2003,906449003,906449,Roundabout skirt,lower body,ankle length circular skirt in woven fabric with a high waist that has a zip and button at one side,redskirt trousers ankle length circular skirt in woven fabric with a high waist that has a zip and button at one side,amplio,acampanada,woven,alto,alto,cropped
102775,2004,906449004,906449,Roundabout skirt,lower body,ankle length circular skirt in woven fabric with a high waist that has a zip and button at one side,turquoiseskirt trousers ankle length circular skirt in woven fabric with a high waist that has a zip and button at one side,amplio,acampanada,woven,alto,alto,cropped
102776,2005,906449005,906449,Roundabout skirt,lower body,ankle length circular skirt in woven fabric with a high waist that has a zip and button at one side,blueskirt trousers ankle length circular skirt in woven fabric with a high waist that has a zip and button at one side,amplio,acampanada,woven,alto,alto,cropped
102860,2006,907188001,907188,Bali PU,lower body,gently flared calf length skirt in soft imitation leather high waist with a double layered waistband and a concealed zip and press studs at one side unlined,blackskirt skirts gently flared calf length skirt in soft imitation leather high waist with a double layered waistband and a concealed zip and press studs at one side unlined,amplio,fluida,leather,alto,alto,cropped
102861,2007,907188002,907188,Bali PU,lower body,gently flared calf length skirt in soft imitation leather high waist with a double layered waistband and a concealed zip and press studs at one side unlined,moleskirt skirts gently flared calf length skirt in soft imitation leather high waist with a double layered waistband and a concealed zip and press studs at one side unlined,amplio,fluida,leather,alto,alto,cropped
102862,2008,907188003,907188,Bali PU,lower body,gently flared calf length skirt in soft imitation leather high waist with a double layered waistband and a concealed zip and press studs at one side unlined,beigeskirt skirts gently flared calf length skirt in soft imitation leather high waist with a double layered waistband and a concealed zip and press studs at one side unlined,amplio,fluida,leather,alto,alto,cropped
102953,2009,908095001,908095,Svedka Culotte RW,lower body,calf length culottes in a linen and cotton weave regular waist with covered elastication at the back side pockets fake back pockets and wide straight legs,khaki greentrousers trousers calf length culottes in a linen and cotton weave regular waist with covered elastication at the back side pockets fake back pockets and wide straight legs,regular,recta,cotton,unknown,medio,cropped
102954,2010,908095004,908095,Svedka Culotte RW,lower body,calf length culottes in a linen and cotton weave regular waist with covered elastication at the back side pockets fake back pockets and wide straight legs,unknowntrousers trousers calf length culottes in a linen and cotton weave regular waist with covered elastication at the back side pockets fake back pockets and wide straight legs,regular,recta,cotton,unknown,medio,cropped
102956,2011,908124001,908124,Terra wide leg RW,lower body,full length trousers in airy linen regular waist with covered elastication and a drawstring diagonal side pockets welt back pockets and wide straight legs,bluetrousers trousers full length trousers in airy linen regular waist with covered elastication and a drawstring diagonal side pockets welt back pockets and wide straight legs,regular,recta,linen,unknown,medio,maxi
102957,2012,908124002,908124,Terra wide leg RW,lower body,full length trousers in airy linen regular waist with covered elastication and a drawstring diagonal side pockets welt back pockets and wide straight legs,whitetrousers trousers full length trousers in airy linen regular waist with covered elastication and a drawstring diagonal side pockets welt back pockets and wide straight legs,regular,recta,linen,unknown,medio,maxi
103090,2013,909279001,909279,Billie skirt,lower body,short fitted skirt in woven fabric high waist with a concealed zip in one side and a sewn in wrapover with pleats at the top recycled polyester lining,blackskirt skirts short fitted skirt in woven fabric high waist with a concealed zip in one side and a sewn in wrapover with pleats at the top recycled polyester lining,ajustado,entallada,sintetico,alto,alto,mini
103111,2014,909427001,909427,LENNY HW bermuda,lower body,wide knee length shorts in imitation leather with a high waist pleats at the front zip fly with concealed hook and eye fasteners and diagonal side pockets the polyester content of the pocket lining is partly recycled,blackshorts shorts wide knee length shorts in imitation leather with a high waist pleats at the front zip fly with concealed hook and eye fasteners and diagonal side pockets the polyester content of the pocket lining is partly recycled,amplio,acampanado,leather,alto,alto,mini
103142,2015,909721001,909721,Tree HW pleated,lower body,ankle length trousers in woven fabric high waist with covered elastication at the back a zip fly and concealed hook and eye fasteners pleats at the front shaping darts at the back diagonal side pockets fake back pockets and legs with creases,blacktrousers trousers ankle length trousers in woven fabric high waist with covered elastication at the back a zip fly and concealed hook and eye fasteners pleats at the front shaping darts at the back diagonal side pockets fake back pockets and legs with creases,amplio,entallada,woven,alto,alto,cropped
103143,2016,909721002,909721,Tree HW pleated,lower body,ankle length trousers in woven fabric high waist with covered elastication at the back a zip fly and concealed hook and eye fasteners pleats at the front shaping darts at the back diagonal side pockets fake back pockets and legs with creases,moletrousers trousers ankle length trousers in woven fabric high waist with covered elastication at the back a zip fly and concealed hook and eye fasteners pleats at the front shaping darts at the back diagonal side pockets fake back pockets and legs with creases,amplio,entallada,woven,alto,alto,cropped
103144,2017,909721003,909721,Tree HW pleated,lower body,ankle length trousers in woven fabric high waist with covered elastication at the back a zip fly and concealed hook and eye fasteners pleats at the front shaping darts at the back diagonal side pockets fake back pockets and legs with creases,greytrousers trousers ankle length trousers in woven fabric high waist with covered elastication at the back a zip fly and concealed hook and eye fasteners pleats at the front shaping darts at the back diagonal side pockets fake back pockets and legs with creases,amplio,entallada,woven,alto,alto,cropped
103263,2018,910426001,910426,Constance,lower body,calf length skirt in woven fabric high waist with covered elastication and gathered seams for width and volume lined the polyester content of the skirt is partly recycled,whiteskirt skirts calf length skirt in woven fabric high waist with covered elastication and gathered seams for width and volume lined the polyester content of the skirt is partly recycled,amplio,acampanado,sintetico,alto,alto,cropped
103265,2019,910439001,910439,Petite Madison HW denim,lower body,5 pocket jeans in washed stretch denim with a high waist zip fly and slim legs,blacktrousers trousers 5 pocket jeans in washed stretch denim with a high waist zip fly and slim legs,ajustado,entallado,denim,bajo,alto,unknown
103266,2020,910439002,910439,Petit Madison HW denim,lower body,5 pocket jeans in washed stretch denim with a high waist zip fly and slim legs,bluetrousers trousers 5 pocket jeans in washed stretch denim with a high waist zip fly and slim legs,ajustado,entallado,denim,bajo,alto,unknown
103267,2021,910439003,910439,Petit Madison HW denim,lower body,5 pocket jeans in washed stretch denim with a high waist zip fly and slim legs,greytrousers trousers 5 pocket jeans in washed stretch denim with a high waist zip fly and slim legs,ajustado,entallado,denim,bajo,alto,unknown
103268,2022,910441003,910441,Petite Luna regular denim,lower body,5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,bluetrousers trousers 5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
103269,2023,910444001,910444,Petit Space leggings,lower body,treggings in superstretch twill with an elasticated waist fake front pockets real back pockets and skinny legs,blackleggings tights trousers treggings in superstretch twill with an elasticated waist fake front pockets real back pockets and skinny legs,ajustado,entallado,woven,bajo,alto,unknown
103270,2024,910445001,910445,Petite Pantha PU leggings,lower body,leggings in stretch fabric high waist with concealed elastication and legs with sewn in creases down the front and raw edge hems,blackleggings tights trousers leggings in stretch fabric high waist with concealed elastication and legs with sewn in creases down the front and raw edge hems,ajustado,entallada,unknown,bajo,alto,midi
103273,2025,910448001,910448,Petite Tree HW PU,lower body,ankle length trousers in imitation leather high waist zip fly with a hook and eye fastening and pleats at the top diagonal side pockets fake back pockets and tapered legs with creases,blacktrousers trousers ankle length trousers in imitation leather high waist zip fly with a hook and eye fastening and pleats at the top diagonal side pockets fake back pockets and tapered legs with creases,amplio,entallada,leather,alto,alto,cropped
103274,2026,910449001,910449,Petite Pluto slacks,lower body,ankle length cigarette trousers in a stretch weave regular waist with concealed elastication zip fly with a concealed hook and eye fastener side pockets fake back pockets and tapered legs,blacktrousers trousers ankle length cigarette trousers in a stretch weave regular waist with concealed elastication zip fly with a concealed hook and eye fastener side pockets fake back pockets and tapered legs,ajustado,entallada,unknown,medio,medio,cropped
103275,2027,910449002,910449,Petit Pluto slacks,lower body,ankle length cigarette trousers in a stretch weave regular waist with concealed elastication zip fly with a concealed hook and eye fastener side pockets fake back pockets and tapered legs,greytrousers trousers ankle length cigarette trousers in a stretch weave regular waist with concealed elastication zip fly with a concealed hook and eye fastener side pockets fake back pockets and tapered legs,ajustado,entallada,unknown,medio,medio,cropped
103276,2028,910449003,910449,Petit Pluto slacks,lower body,ankle length cigarette trousers in a stretch weave regular waist with concealed elastication zip fly with a concealed hook and eye fastener side pockets fake back pockets and tapered legs,blacktrousers trousers ankle length cigarette trousers in a stretch weave regular waist with concealed elastication zip fly with a concealed hook and eye fastener side pockets fake back pockets and tapered legs,ajustado,entallada,unknown,medio,medio,cropped
103277,2029,910449004,910449,Petit Pluto slacks,lower body,ankle length cigarette trousers in a stretch weave regular waist with concealed elastication zip fly with a concealed hook and eye fastener side pockets fake back pockets and tapered legs,bluetrousers trousers ankle length cigarette trousers in a stretch weave regular waist with concealed elastication zip fly with a concealed hook and eye fastener side pockets fake back pockets and tapered legs,ajustado,entallada,unknown,medio,medio,cropped
103278,2030,910450001,910450,Petit Primo slacks,lower body,ankle length cigarette trousers in a stretch weave regular waist with elastication at the back fake welt back pockets and slim legs with creases,khaki greentrousers trousers ankle length cigarette trousers in a stretch weave regular waist with elastication at the back fake welt back pockets and slim legs with creases,ajustado,entallada,unknown,bajo,medio,cropped
103279,2031,910451001,910451,Petit Milk slacks,lower body,cigarette trousers in stretch twill with a regular waist that is elasticated at the back fake fly diagonal side pockets fake back pockets and ankle length legs with creases the polyester content of the cigarette trousers is recycled,blacktrousers trousers cigarette trousers in stretch twill with a regular waist that is elasticated at the back fake fly diagonal side pockets fake back pockets and ankle length legs with creases the polyester content of the cigarette trousers is recycled,ajustado,entallada,sintetico,bajo,medio,cropped
103415,2032,911748001,911748,Grace skirt,lower body,short fitted skirt in a stretch weave with a decorative metal chain at one side sewn in wrapover at the front and concealed zip and button at the back recycled polyester lining,blackskirt skirts short fitted skirt in a stretch weave with a decorative metal chain at one side sewn in wrapover at the front and concealed zip and button at the back recycled polyester lining,ajustado,entallada,sintetico,bajo,unknown,mini
103556,2033,913032001,913032,Pea,lower body,short high waisted skirt in woven fabric that is fitted at the top with a concealed zip in one side and a gathered seam at the hem for added width unlined,beigeskirt skirts short high waisted skirt in woven fabric that is fitted at the top with a concealed zip in one side and a gathered seam at the hem for added width unlined,ajustado,entallada,woven,alto,unknown,mini
103557,2034,913033002,913033,Formosa PU,lower body,fitted knee length skirt in soft imitation leather with a high waist and press studs and a concealed zip at one side seam with a flounce at the hem recycled polyester lining,blackskirt skirts fitted knee length skirt in soft imitation leather with a high waist and press studs and a concealed zip at one side seam with a flounce at the hem recycled polyester lining,ajustado,entallada,leather,alto,alto,midi
103585,2035,913540001,913540,Mrs skirt,lower body,fitted knee length skirt in a soft textured knit with a regular elasticated waist contrasting colour rib knit panel down the front fake front pockets with a decorative metal button and slit at the front of the hem unlined,blackskirt knitwear fitted knee length skirt in a soft textured knit with a regular elasticated waist contrasting colour rib knit panel down the front fake front pockets with a decorative metal button and slit at the front of the hem unlined,ajustado,entallada,knit,bajo,alto,midi
103600,2036,913714001,913714,Tilda tapered trouser,lower body,trousers in woven fabric with a high waist pleats at the top and tapered legs with creases a zip fly and concealed hook and eye fasteners side pockets and fake welt back pockets the polyester content of the trousers is partly recycled,beigetrousers trousers trousers in woven fabric with a high waist pleats at the top and tapered legs with creases a zip fly and concealed hook and eye fasteners side pockets and fake welt back pockets the polyester content of the trousers is partly recycled,amplio,entallada,sintetico,alto,alto,unknown
103601,2037,913714002,913714,Tilda tapered trouser,lower body,trousers in woven fabric with a high waist pleats at the top and tapered legs with creases a zip fly and concealed hook and eye fasteners side pockets and fake welt back pockets the polyester content of the trousers is partly recycled,beigetrousers trousers trousers in woven fabric with a high waist pleats at the top and tapered legs with creases a zip fly and concealed hook and eye fasteners side pockets and fake welt back pockets the polyester content of the trousers is partly recycled,amplio,entallada,sintetico,alto,alto,unknown
103602,2038,913714003,913714,Tilda tapered trouser,lower body,trousers in woven fabric with a high waist pleats at the top and tapered legs with creases a zip fly and concealed hook and eye fasteners side pockets and fake welt back pockets the polyester content of the trousers is partly recycled,blacktrousers trousers trousers in woven fabric with a high waist pleats at the top and tapered legs with creases a zip fly and concealed hook and eye fasteners side pockets and fake welt back pockets the polyester content of the trousers is partly recycled,amplio,entallada,sintetico,alto,alto,unknown
103765,2039,915256001,915256,PQ BESOTTO CASH/WOOL TRS,lower body,trousers in a soft fine knit wool and recycled cashmere blend high waist with covered elastication and tapered legs with ribbing at the hems,blacktrousers knitwear trousers in a soft fine knit wool and recycled cashmere blend high waist with covered elastication and tapered legs with ribbing at the hems,amplio,entallada,wool,medio,alto,unknown
103766,2040,915256002,915256,PQ BESOTTO CASH/WOOL TRS,lower body,trousers in a soft fine knit wool and recycled cashmere blend high waist with covered elastication and tapered legs with ribbing at the hems,turquoisetrousers knitwear trousers in a soft fine knit wool and recycled cashmere blend high waist with covered elastication and tapered legs with ribbing at the hems,amplio,entallada,wool,medio,alto,unknown
103838,2041,916288001,916288,PS NASSAU SILK MIX LEGGINGS,lower body,leggings in a viscose and silk weave with a high waist zip fly with a hook and eye fastener and welt back pockets legs with sewn in creases down the front and an opening with a concealed zip at the hems,blackleggings tights unknown leggings in a viscose and silk weave with a high waist zip fly with a hook and eye fastener and welt back pockets legs with sewn in creases down the front and an opening with a concealed zip at the hems,ajustado,entallada,sintetico,bajo,alto,unknown
103840,2042,916295001,916295,PQ PAM LEATHER TRS,lower body,ankle length leather trousers with a high waist concealed zip in one side and tapered legs with decorative seams,redtrousers unknown ankle length leather trousers with a high waist concealed zip in one side and tapered legs with decorative seams,unknown,entallada,leather,medio,alto,cropped
103841,2043,916295002,916295,PQ PAM LEATHER TRS,lower body,ankle length leather trousers with a high waist concealed zip in one side and tapered legs with decorative seams,blacktrousers unknown ankle length leather trousers with a high waist concealed zip in one side and tapered legs with decorative seams,unknown,entallada,leather,medio,alto,cropped
103853,2044,916394001,916394,Billie HW denim,lower body,5 pocket knee length shorts in cotton denim with a high waist zip fly and button and wide straight legs,blueshorts shorts 5 pocket knee length shorts in cotton denim with a high waist zip fly and button and wide straight legs,amplio,recta,denim,unknown,alto,mini
103854,2045,916394002,916394,Billie HW denim,lower body,5 pocket knee length shorts in cotton denim with a high waist zip fly and button and wide straight legs,whiteshorts shorts 5 pocket knee length shorts in cotton denim with a high waist zip fly and button and wide straight legs,amplio,recta,denim,unknown,alto,mini
