,article_id,fit_ajustado,fit_amplio,fit_regular,fit_unknown,material_corduroy,material_cotton,material_delicado,material_denim,material_knit,material_leather,material_linen,material_sintetico,material_tencel,material_unknown,material_wool,material_woven,volumen_alto,volumen_medio,volumen_unknown
60230,727702002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
60232,727706001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
60233,727706002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
60234,727706003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
60316,728055001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
60469,729275003,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
60470,729275004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
60707,730566001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
60708,730566005,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
60709,730566007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61064,732082001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
61065,732082002,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
61094,732225001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61132,732371001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
61199,732511001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
61200,732511002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
61321,732874001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61322,732874003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61440,733181001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61447,733246001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
61459,733267001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
61460,733267002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
61461,733267003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
61462,733267004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
61463,733267005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
61464,733268001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61518,733441001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61519,733441002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61520,733441003,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61666,733896001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
61733,734077001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61734,734077002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61735,734077003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61749,734112001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61750,734112002,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61809,734282001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
61810,734282002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
61811,734282003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
61827,734345001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
61828,734346001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62169,735537001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
62172,735540001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
62174,735550001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
62175,735550002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
62176,735550003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
62177,735550004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
62186,735578001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62216,735648001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
62217,735648002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
62356,736090001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
62357,736090002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
62358,736090003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
62475,736515001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
62476,736515002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
62545,736651001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
62890,737852001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
62891,737852003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
62988,738224001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
62990,738230001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
62991,738230003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
62992,738230004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
63121,738569004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
63122,738569006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
63127,738590001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63128,738590002,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63129,738590003,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63130,738590004,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63131,738590005,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63132,738590006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63271,738848001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
63383,739144001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63384,739144002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63385,739144003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63386,739144004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63387,739144005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63388,739144006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63389,739144007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63390,739144008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63391,739144012,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63392,739144013,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63449,739296005,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
63450,739300001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
63452,739303001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63453,739303002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63511,739417003,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
63536,739501003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
64189,740649001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
64242,740895001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
64448,741716001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
64449,741716006,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
64450,741717002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
64825,742956001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
64826,742956002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
64827,742956004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
65222,744073001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
65628,745073001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
65629,745073002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
65705,745302001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
65894,746075001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
66027,746326001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
66028,746326003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
66029,746329001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
66030,746329003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
66081,746592001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66118,746797001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66408,747764002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
66409,747764003,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
66410,747771001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66505,748284001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
66506,748284002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
66544,748420001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
66545,748420003,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
66845,749214001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66846,749214002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66992,749570001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66995,749615001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
66996,749615002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
66997,749615004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
66998,749615006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
66999,749615009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67000,749615010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67001,749615012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67079,749738001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67080,749738002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67182,750064001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67185,750069001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67187,750072001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67243,750422006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67244,750422018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67245,750422019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67246,750422023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67247,750422024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67248,750422027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67249,750422031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67250,750422037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67251,750422038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67252,750422039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67253,750422041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67270,750424007,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
67271,750424008,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
67272,750424009,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
67273,750424010,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
67274,750424014,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
67275,750424015,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
67276,750424016,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
67277,750424017,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
67278,750424018,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
67279,750424021,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
67287,750444004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67288,750444005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67289,750444006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67290,750444007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67291,750444008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67398,750777001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67399,750777003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67479,751295001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67480,751295002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67481,751295003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67482,751295004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67502,751397002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
67522,751471001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67523,751471002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67524,751471003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67525,751471016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67526,751471018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67527,751471019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67528,751471021,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67529,751471022,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67530,751471023,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67531,751471026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67532,751471027,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67533,751471031,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67534,751471033,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67535,751471034,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67536,751471035,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67537,751471036,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67538,751471037,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67539,751471038,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67540,751471039,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67541,751471041,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67542,751471042,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67543,751471043,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67555,751530001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
67556,751530002,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
67557,751530003,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
67558,751530004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
67559,751534001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67560,751534002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67561,751534004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67562,751534005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67563,751534006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67586,751567001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
67587,751567002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
67588,751567004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
67589,751567006,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
67590,751567009,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
67591,751567010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
67592,751567012,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
67615,751607001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67616,751607003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67625,751664001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67698,751870005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67699,751870006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67714,751941002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67753,752014001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
67754,752014002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
67791,752203001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
67804,752293001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
67863,752514003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67864,752514007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67865,752514008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67866,752516002,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
67867,752516003,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
67868,752516005,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
67869,752516006,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
67942,752814002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67943,752814003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67944,752814004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67945,752814005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67946,752814006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67947,752814014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67948,752814015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67949,752814016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67950,752814017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67951,752814018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67952,752814020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67953,752814021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67954,752814022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67958,752820001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
68263,753737001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68264,753737002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68265,753737003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68266,753737004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68267,753737005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68268,753737006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68269,753737007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68270,753737013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68271,753737014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68272,753737015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68273,753737016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68274,753737017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68290,753778007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68291,753778008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68330,753959001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
68714,755304001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68715,755308001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
68716,755309004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68717,755309005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68740,755458006,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
68741,755458008,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
68954,755814003,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
69193,756633001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69194,756633002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69195,756633003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69196,756633004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69730,757983001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
69731,757983002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
69765,758071001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
70287,760022001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
70454,760633001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
70455,760633002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
70461,760664001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
70462,760667003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
70463,760667004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
70464,760688001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
70473,760729001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
70474,760729003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
70740,761559001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
70741,761559002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
70754,761604001,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
70774,761673001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
70857,762011001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
71029,762585001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71077,762742001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71190,763156001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
71294,763382002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71310,763480001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
71556,764415001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
71557,764415003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
71558,764415006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
71637,764618001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71638,764618002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71694,764843001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
71712,764998001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
71713,764998002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
71714,764998003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
71836,765701001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
71941,766153001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
71942,766153003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
71994,766346001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
71995,766346002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
71996,766346003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
71997,766346004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
71998,766346007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
71999,766346008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
72000,766346011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
72064,766469002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
72065,766469004,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
72066,766469005,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
72149,766824001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
72150,766824003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
72151,766826002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
72311,767255001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
72439,767625001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
72440,767625002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
72441,767625003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
72884,769321001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72901,769447002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
